ID,VideoID,Title,YouTuber,Link,Duration,Train / Val,Mini / Full Set,Nation or Area (Inferred by GPT),"State, Province, or City (Inferred by GPT and refined by human)",Discarded Length at the Begininning (second),Discarded Length at the Ending (second)
496,ESHiC425P3A,Driving Downtown Montréal Canada 4K (2022 Summer),Sunday Driver,https://www.youtube.com/watch?v=ESHiC425P3A,34:09,Train,Mini,Canada,Québec,90,30
497,ESz-oR6Dfz8,[4K] Dallas Texas Drive - University Park to Downtown,In Motion Travel Tours,https://www.youtube.com/watch?v=ESz-oR6Dfz8,24:41,Train,Full,United States of America,Texas,90,60
498,EWLVtGlJ-gg,赛伯朋克之城，桥梁之都重庆，在纵横交错的道路上驾车游览这座立体魔幻城市｜two and a half hours｜4K,Memery World 中国记忆,https://www.youtube.com/watch?v=EWLVtGlJ-gg,2:29:05,Train,Full,China,Chongqing,180,30
499,EWUF4ze9Vvk,Driving Around Downtown Changsha Hunan Province China 湖南长沙,Walk East,https://www.youtube.com/watch?v=EWUF4ze9Vvk,36:14,Train,Full,China,Hunan,180,30
500,EX9uya3toE8,"Old Yellowstone Trail, outside Gardiner, Montana: 4k Drive into Yellowstone National Park",takemytripdotcom,https://www.youtube.com/watch?v=EX9uya3toE8,23:15,Train,Full,United States of America,Montana,90,60
501,EXFlYUM5FgI,Singapore 4K HDR - Beverly Hills - Scenic Drive.,J Utah,https://www.youtube.com/watch?v=EXFlYUM5FgI,37:01,Train,Full,Singapore,N/A,90,30
502,EZOP5cwrBXs,太原驾车之旅-中国最低调的省会城市之一-4K HDR,中国街景 Chinese Street View,https://www.youtube.com/watch?v=EZOP5cwrBXs,2:02:22,Train,Full,China,Shanxi,90,60
503,EeDWOLzLBew,Den Haag | A4 Highway | Antwerp | 4K drive,The Driving Channel,https://www.youtube.com/watch?v=EeDWOLzLBew,28:25,Train,Full,Netherlands,"Den Haag, Antwerp",90,60
504,ElfBq8XnDvc,"Driving in Shenzhen, China, amazing city building, perfect driving｜4K HDR",Driving in China,https://www.youtube.com/watch?v=ElfBq8XnDvc,59:51,Train,Full,China,Guangdong,180,60
505,En1aPaTSAf8,Driving Downtown 4K - Baltimores Main Street - USA,J Utah,https://www.youtube.com/watch?v=En1aPaTSAf8,7:36,Train,Full,United States of America,Maryland,90,30
506,EpLrSyZZ3gY,驾车游览郑州市-中国交通枢纽中心城市,中国街景 Chinese Street View,https://www.youtube.com/watch?v=EpLrSyZZ3gY,57:06,Train,Full,China,Henan,90,60
507,Esyp2P0uJu4,Cairo Egypt 4K - Rush Hour - Driving Downtown,J Utah,https://www.youtube.com/watch?v=Esyp2P0uJu4,1:36:50,Train,Full,Arab Republic of Egypt,Cairo,90,30
508,EuEfQVirnf8,Breckenridge 4K - Swiss Alpine Ski Town - Scenic Drive - USA,J Utah,https://www.youtube.com/watch?v=EuEfQVirnf8,24:40,Train,Full,United States of America,Colorado,90,30
509,EuvP9MDBRP8,[4K] LOS ANGELES🇺🇸 Driving Tour | HOLLYWOOD | HIGHLAND | WILSHIRE | CALIFORNIA USA,MC75,https://www.youtube.com/watch?v=EuvP9MDBRP8,1:10:13,Train,Full,United States of America,California,90,60
510,ExUF-ju-Nw8,Road To Sakl?kent Canyon - 2019 Turkey Travel Guide,Gezeyenti,https://www.youtube.com/watch?v=ExUF-ju-Nw8,13:59,Train,Full,Turkey,Saklıkent Canyon,90,30
511,ExvQtqWIAPY,"The Good, Bad, and Ugly - Cincinnati, Ohio 4K Downtown Street Tour / Clifton Heights Area",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=ExvQtqWIAPY,14:51,Train,Full,United States of America,Ohio,90,60
512,Ezp1qHDjkU8,4K DRIVE Golden Beach - Miami FLORIDA USA driving vlog,4K DRIVE,https://www.youtube.com/watch?v=Ezp1qHDjkU8,28:23,Train,Full,United States of America,Florida,90,60
513,F13-2tUppZA,[4K] Drive Sunset Blvd From Brentwood to Santa Monica,In Motion Travel Tours,https://www.youtube.com/watch?v=F13-2tUppZA,29:05,Train,Full,United States of America,California,90,60
514,F2rBHrBbNFM,安康驾车之旅-陕西省最南部的一个地级市-4K HDR,中国街景 Chinese Street View,https://www.youtube.com/watch?v=F2rBHrBbNFM,47:01,Train,Full,China,Shaanxi,90,60
515,FBMpU8TZ4Dc,Driving Downtown - San Antonio 4K - Texas USA,J Utah,https://www.youtube.com/watch?v=FBMpU8TZ4Dc,5:47,Train,Full,United States of America,Texas,90,30
516,FBQ0QTfAe6Q,Driving Downtown - Asheville - North Carolina USA,J Utah,https://www.youtube.com/watch?v=FBQ0QTfAe6Q,20:09,Train,Full,United States of America,North Carolina,90,30
517,FBjjYw-xcdg,Paris Drive 4K - Sunset Drive - France,J Utah,https://www.youtube.com/watch?v=FBjjYw-xcdg,32:17,Train,Full,France,Paris,90,30
518,FJVu-XHDIqo,淳安驾车之旅-浙江省面积最大的一个县-4K HDR,中国街景 Chinese Street View,https://www.youtube.com/watch?v=FJVu-XHDIqo,1:01:05,Train,Full,China,Zhejiang,90,60
519,FJW6vdULdqs,"Get out of Vegas, to the Mountains! Las Vegas Arts District to Summerlin, Red Rock Canyon 4k Drive",takemytripdotcom,https://www.youtube.com/watch?v=FJW6vdULdqs,25:49,Train,Full,United States of America,Nevada,90,60
520,FKRg1Eip_io,"Fort Mill, South Carolina 4K Street Tour - Driving in Indian Land, Fort Mill, & Steele Creek of NC.",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=FKRg1Eip_io,24:42,Train,Full,United States of America,South Carolina,90,60
521,FKUbIhpBRkI,Los Angeles 4K - Central Park,J Utah,https://www.youtube.com/watch?v=FKUbIhpBRkI,40:29,Train,Full,United States of America,California,90,30
522,FL4LguBniF8,[4K] Santa Monica Venice Beach Montana Ave Ocean Ave Abbott Kinney Driving Tour,omw,https://www.youtube.com/watch?v=FL4LguBniF8,58:12,Train,Full,United States of America,California,90,30
523,FMc9J4u-gZ8,Driving Downtown 4K - Baltimores Inner Harbor - USA,J Utah,https://www.youtube.com/watch?v=FMc9J4u-gZ8,6:33,Train,Full,United States of America,Maryland,90,30
524,FN-G5qTMXqk,4K DRIVE to AIRPORT Montevideo Uruguay 4k video GoPro Hero 9,4K DRIVE,https://www.youtube.com/watch?v=FN-G5qTMXqk,9:13,Train,Full,Uruguay,Montevideo,90,60
525,FOlPJiqGwHk,Hollywood 4K - Night Drive,J Utah,https://www.youtube.com/watch?v=FOlPJiqGwHk,49:42,Train,Full,United States of America,California,90,30
526,FOphM-WqRKs,Drive of Neuse North Carolina Area Neighborhoods Driving Sounds for Sleep and Study,Relaxing Walks,https://www.youtube.com/watch?v=FOphM-WqRKs,31:40,Train,Full,United States of America,North Carolina,90,30
527,FWo1vQKxJ6g,依山傍海，拥抱赌城，迷人的滨海城市珠海，沿着海岸线行驶，感受休闲之都的浪漫｜4K HDR.,Memery World 中国记忆,https://www.youtube.com/watch?v=FWo1vQKxJ6g,51:42,Train,Full,China,Guangdong,180,30
528,FX_bzlJcuyM,"Ouray to Silverton and Durango on the Million Dollar Highway, US 550 in Colorado - 4k Drive",takemytripdotcom,https://www.youtube.com/watch?v=FX_bzlJcuyM,1:34:44,Train,Full,United States of America,Colorado,90,60
529,FYvWmG0BBdw,Car Drive 4K - Scenic Drive in the Alps ( Zwischenwasser - Furkajoch) with Calming Music,Relaqs Relaxation,https://www.youtube.com/watch?v=FYvWmG0BBdw,33:30,Train,Full,Austria,Zwischenwasser,90,60
530,FYzkSa4NVfk,"Charleston, West Virginia 4K Street Tour - Driving Downtown Charleston WV and Kanawha Blvd E.",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=FYzkSa4NVfk,24:34,Train,Full,United States of America,West Virginia,90,60
531,FclU4NPu3hs,Driving Downtown - TMZ Zone 4K - Los Angeles USA,J Utah,https://www.youtube.com/watch?v=FclU4NPu3hs,10:20,Train,Full,United States of America,California,90,30
532,FgDe1e6S_U4,"The drive to Yellowstone's north entrance: Livingston to Gardiner Montana on US 89, in 4K real-time",takemytripdotcom,https://www.youtube.com/watch?v=FgDe1e6S_U4,1:01:55,Train,Full,United States of America,Montana,90,60
533,FhYNLmIcfDE,杭州市萧山区钱江世纪城 Drving Xiaoshan CBD Hangzhou City - 4K,Zhejiang Street Scenes,https://www.youtube.com/watch?v=FhYNLmIcfDE,41:22,Train,Full,China,Zhejiang,90,60
534,FkPUbsFhH6I,"Driving the North Carolina Countryside: Oxford, Youngsville, Zebulon, Selma on NC Route 96 in 4K",takemytripdotcom,https://www.youtube.com/watch?v=FkPUbsFhH6I,1:17:52,Train,Full,United States of America,North Carolina,90,60
535,Fm-QeVdV644,"Montana's Biggest State Park: Makoshika SP, at Glendive, Montana: A scenic 4K drive in and out",takemytripdotcom,https://www.youtube.com/watch?v=Fm-QeVdV644,53:37,Train,Full,United States of America,Montana,90,60
536,Fn2PK17pJeY,Driving in HOUSTON TEXAS - Skyscraper Drive - Downtown and Popular Areas,Easy Travel,https://www.youtube.com/watch?v=Fn2PK17pJeY,1:16:22,Train,Full,United States of America,Texas,90,60
537,Fsd00pb2xx4,4K DRIVE Montevideo Uruguay 4K video HDR TRAVEL GoPro Hero 9,4K DRIVE,https://www.youtube.com/watch?v=Fsd00pb2xx4,12:37,Train,Full,Uruguay,Montevideo,90,60
538,Fsx4bsh3kGE,"Novi 4K Streets - Driving in Novi, Michigan (Detroit Suburb) - Best Places To Live",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=Fsx4bsh3kGE,16:56,Train,Full,United States of America,Michigan,90,60
539,FtXbxUzHTec,4K DRIVE Boulevard España MONTEVIDEO Uruguay UY Travel video,4K DRIVE,https://www.youtube.com/watch?v=FtXbxUzHTec,11:40,Train,Full,Uruguay,Montevideo,90,60
540,Fv0iMVo6Ock,"Lake Garda, Italy | 4K Driving Tour | Part 1",The Driving Channel,https://www.youtube.com/watch?v=Fv0iMVo6Ock,22:20,Train,Full,Italy,Lake Garda,90,60
541,Fvt6rD9tt1c,Cape Town 4K60FPS HDR - Africas Atlantic Coast Highway - Scenic Drive,J Utah,https://www.youtube.com/watch?v=Fvt6rD9tt1c,60:37,Train,Full,South Africa,Cape Town,90,30
542,G0f-E7RFGcY,湖北最美水上公路-宜昌市兴山县古昭公路-4K HDR,中国街景 Chinese Street View,https://www.youtube.com/watch?v=G0f-E7RFGcY,47:04,Train,Full,China,Hubei,90,60
543,G0hXgXR526I,4K Driving to Brooklyn New York from Manhattan via Brooklyn Bridge - Downtown Brooklyn - USA - 2022,USA Thrill,https://www.youtube.com/watch?v=G0hXgXR526I,29:39,Train,Full,United States of America,New York,90,30
544,G1I_PlmL_YA,Driving Downtown - Cincinnati Ohio 4K HDR - USA,J Utah,https://www.youtube.com/watch?v=G1I_PlmL_YA,45:29,Train,Full,United States of America,Ohio,90,60
545,G1hdmta8nAI,"Driving around Charlotte, North Carolina in 4K: Interstate 85 from CLT to Concord - Gibson Mill",takemytripdotcom,https://www.youtube.com/watch?v=G1hdmta8nAI,34:41,Train,Full,United States of America,North Carolina,90,60
546,G2t4F93t9Mc,"Lovelock to Winnemucca, Nevada on Interstate 80: Scenic desert drive across northern Nevada in 4k HD",takemytripdotcom,https://www.youtube.com/watch?v=G2t4F93t9Mc,1:06:32,Train,Full,United States of America,Nevada,90,60
547,G320zkhJbWE,4K Driving in Chicago - Chinatown to South Loop - Cloudy Day - HDR - USA - 2023,USA Thrill,https://www.youtube.com/watch?v=G320zkhJbWE,28:10,Train,Full,United States of America,Illinois,90,60
548,G3SVBflqEjI,Driving Downtown - City Center - Cincinnati Ohio USA,J Utah,https://www.youtube.com/watch?v=G3SVBflqEjI,5:01,Train,Full,United States of America,Ohio,90,30
549,G3iyNxWiWnM,Turkey Marmaris Sunset Drive in 4K! Turkey Travel Guide,Gezeyenti,https://www.youtube.com/watch?v=G3iyNxWiWnM,21:34,Train,Full,Turkey,Marmaris,90,30
550,G4kZMCmVp0U,4K DRIVE Amaicha del Valle to Tafi del Valle Argentina vlog,4K DRIVE,https://www.youtube.com/watch?v=G4kZMCmVp0U,1:11:28,Train,Full,Argentina,"Amaicha del Valle, Tafi del Valle",90,60
551,G4xsAB3wBiQ,Houston 4K - Sunset Drive - Driving Downtown,J Utah,https://www.youtube.com/watch?v=G4xsAB3wBiQ,41:17,Train,Full,United States of America,Texas,90,30
552,GB4fNcrYInU,Atlanta GA - 4K HDR - Relaxing Ride Driving Downtown,The Traveler : Relaxing Videos,https://www.youtube.com/watch?v=GB4fNcrYInU,1:11:57,Train,Full,United States of America,Georgia,90,30
553,GDMDj2Help4,Singapore 4K - Driving Downtown - Dubai Miami Monaco Mix,J Utah,https://www.youtube.com/watch?v=GDMDj2Help4,31:07,Train,Full,Singapore,Singapore,90,30
554,GEuUtTKlQnM,_Driving-Driving Every LA Freeway in only 1 hr [8K HDR] Stress Relief ASMR - USA 60fps,Relaxing Scenes - Driving,https://www.youtube.com/watch?v=GEuUtTKlQnM,1:20:55,Train,Full,United States of America,California,90,30
555,GGarKhLADLk,"Payson to Roosevelt Dam on Arizona 87, 188 - Scenic Drive in 4K",takemytripdotcom,https://www.youtube.com/watch?v=GGarKhLADLk,1:04:08,Train,Full,United States of America,Arizona,90,60
556,GICtRvhR0BY,"Springfield, Ohio 4K - Driving Columbia St. through Downtown Springfield onto U.S. Hwy 40",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=GICtRvhR0BY,20:41,Train,Full,United States of America,Ohio,90,60
557,GL5H6re4mvo,Driving Downtown Xian The Capital City Of 13 Imperial Dynasties Shaanxi China 西安,Walk East,https://www.youtube.com/watch?v=GL5H6re4mvo,1:16:52,Train,Full,China,Shaanxi,180,30
558,GLZcBdEgfUk,Driving Detroit 4K HDR - Southside Heavy Industry Closures - USA,J Utah,https://www.youtube.com/watch?v=GLZcBdEgfUk,51:31,Train,Full,United States of America,Michigan,90,60
559,GQFm5Sv8l_A,Driving entire Sunset Blvd from Downtown LA to Pacific Coast Highway - Los Angeles [4K] - USA,Road Therapy,https://www.youtube.com/watch?v=GQFm5Sv8l_A,1:11:27,Train,Full,United States of America,California,90,60
560,GT8raqPmxek,Gunnison to Salida on US 50,takemytripdotcom,https://www.youtube.com/watch?v=GT8raqPmxek,1:15:38,Train,Full,United States of America,Colorado,90,60
561,GV9_3VoRUQE,"Fernley to Lovelock, Nevada on Interstate 80, 4K HD Drive Across Northern Nevada",takemytripdotcom,https://www.youtube.com/watch?v=GV9_3VoRUQE,51:43,Train,Full,United States of America,Nevada,90,60
562,GXynaPfv0IU,Hokkaido Drive Muroran（室蘭）｜Japan Driving Tour【4K 60fps】,tombo walking,https://www.youtube.com/watch?v=GXynaPfv0IU,33:54,Train,Full,Japan,Hokkaido,90,60
563,GYK_Z-8aN2A,French Quarter New Orleans LA New Orleans Downtown Driving tour 2023 4K Part 1,City Driving Tour,https://www.youtube.com/watch?v=GYK_Z-8aN2A,1:14:18,Train,Full,United States of America,Louisiana,90,30
564,GYxUzbmMKW0,"Driving in Flint, Michigan 4K Street Tour - Downtown Flint Area",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=GYxUzbmMKW0,15:13,Train,Full,United States of America,Michigan,90,60
565,GZUEaZHd_uI,New Orleans 4K - Sunset Drive - Driving Downtown,J Utah,https://www.youtube.com/watch?v=GZUEaZHd_uI,57:10,Train,Full,United States of America,Louisiana,90,30
566,GaolBPlbyUA,Driving Sherman Oaks to Beverly Hills via Coldwater Canyon | Los Angeles California USA [4K UHD],Road Therapy,https://www.youtube.com/watch?v=GaolBPlbyUA,21:41,Train,Full,United States of America,California,90,60
567,Gc6OtQ_UBqI,横跨半个中国-开车2102公里从厦门到成都，G76高速-HDR,中国街景 Chinese Street View,https://www.youtube.com/watch?v=Gc6OtQ_UBqI,21:46:24,Train,Full,China,"Fujian, Jiangxi, Hunan, Guangxi, Guizhou, Sichuan",90,60
568,GdgF20ftu6s,Driving In Downtown Liuyang City The Ongoing Development Hunan China 湖南浏阳,Walk East,https://www.youtube.com/watch?v=GdgF20ftu6s,41:01,Train,Full,China,Hunan,180,30
569,Ge8VaiBdTa4,Epic Road Trip from Winston Salem to Charlotte NC!,4k DRIVE TOUR,https://www.youtube.com/watch?v=Ge8VaiBdTa4,1:06:13,Train,Full,United States of America,North Carolina,90,30
570,GfNrMYXygM4,Italy 4K - Steady Rain - Scenic Drive.,J Utah,https://www.youtube.com/watch?v=GfNrMYXygM4,50:56,Train,Full,Italy,N/A,90,30
571,Gj8dsPD69XU,济南潇洒似江南，驾车一睹这北国风景，新城区惊掉我下巴｜4K,Memery World 中国记忆,https://www.youtube.com/watch?v=Gj8dsPD69XU,1:53:15,Train,Full,China,Shandong,180,30
572,GkJbvkNZ_3A,4K DRIVE Buenos Aires ARGENTINA 4K video AR Travel vlog HDR,4K DRIVE,https://www.youtube.com/watch?v=GkJbvkNZ_3A,18:35,Train,Full,Argentina,Buenos Aires,90,60
573,GlYhlp0IXRo,Let's hit some snowy dirt roads! Lake City Colorado to Whitmore Falls on County Route 20. Scenic 4K!,takemytripdotcom,https://www.youtube.com/watch?v=GlYhlp0IXRo,1:16:49,Train,Full,United States of America,Colorado,90,60
574,Gt4Jzg_zVUY,A Drive through Izmit Kocaeli-Turkey Travel Guide,Gezeyenti,https://www.youtube.com/watch?v=Gt4Jzg_zVUY,25:12,Train,Full,Turkey,Kocaeli,90,30
575,GuyazY5xtuI,Bangkok 4K - Driving Downtown - Thailand,J Utah,https://www.youtube.com/watch?v=GuyazY5xtuI,1:03:34,Train,Full,Thailand,Bangkok,90,30
576,Gv93gllQhw8,Driving Downtown - Toronto Luxury Street 4K - Canada,J Utah,https://www.youtube.com/watch?v=Gv93gllQhw8,12:10,Train,Full,Canada,Ontario,90,30
577,GvaEvUcF_Kc,"青海金银滩草原驾驶 Driving on the Golden Silver Beach Grassland in Qinghai, China",Zhejiang Street Scenes,https://www.youtube.com/watch?v=GvaEvUcF_Kc,58:53,Train,Full,China,Qinghai,90,60
578,GvwuHmChxqk,"Columbus, Ohio 4K Street Tour - Labor Day Weekend - Driving through High Street Short North District",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=GvwuHmChxqk,23:00,Train,Full,United States of America,Ohio,90,60
579,H41mBDFrZL8,London 4K - West End Drive - Driving Downtown - England,J Utah,https://www.youtube.com/watch?v=H41mBDFrZL8,49:19,Train,Full,United Kingdom,London,90,30
580,H69JB5JN594,Driving entire Olympic Boulevard - from Santa Monica to Downtown Los Angeles | California USA-4K UHD,Road Therapy,https://www.youtube.com/watch?v=H69JB5JN594,50:35,Train,Full,United States of America,California,90,60
581,H9_Rau0GI38,Rainbow Road - Alps 4K Drive - Europe.,J Utah,https://www.youtube.com/watch?v=H9_Rau0GI38,42:43,Train,Full,"Italy, Switzerland",Alps,90,30
582,HByUIwyKYy4,"Driving in Shenzhen, China, exploring Longhua District of Shenzhen by car｜4K HDR",Driving in China,https://www.youtube.com/watch?v=HByUIwyKYy4,31:50,Train,Full,China,Guangdong,180,60
583,HHZuaasvlq8,[4K] Los Angeles - 3rd Street Entire Length Eastbound Beverly Hills to Downtown Los Angeles DTLA,omw,https://www.youtube.com/watch?v=HHZuaasvlq8,54:06,Train,Full,United States of America,California,90,30
584,HO63OAMhzxo,Driving in 4k - Toronto and GTA - The Longest Street in the World - Yonge Street Going North - P1,FavesStreaming,https://www.youtube.com/watch?v=HO63OAMhzxo,1:35:58,Train,Full,Canada,Ontario,90,30
585,HQ5p9aKc6wc,"Driving entire Melrose Avenue, Los Angeles | California USA [4K UHD 60] February 2022",Road Therapy,https://www.youtube.com/watch?v=HQ5p9aKc6wc,24:20,Train,Full,United States of America,California,90,60
586,HYxovyoM9MU,"[4K] LOS ANGELES🇺🇸 Driving Tour - Vermont Ave, USC Campus, California",MC75,https://www.youtube.com/watch?v=HYxovyoM9MU,43:15,Train,Full,United States of America,California,90,60
587,HZaLvgP-R8E,Las Vegas 4K - Midnight Drive,J Utah,https://www.youtube.com/watch?v=HZaLvgP-R8E,1:15:38,Train,Full,United States of America,Nevada,90,30
588,H_2adLrn-zc,Driving Miami's Condo Coast 4K HDR - Miami Beach to Ft Lauderdale Beach,J Utah,https://www.youtube.com/watch?v=H_2adLrn-zc,1:18:12,Train,Full,United States of America,Florida,90,60
589,H_uIOOhr-0Y,Alanya Castle Driving Tour in 4k! 2019 Turkey Guide,Gezeyenti,https://www.youtube.com/watch?v=H_uIOOhr-0Y,25:53,Train,Full,Turkey,Alanya,90,30
590,Hbh0KbS7Pps,Driving Downtown - Olive Street 4K - Los Angeles USA,J Utah,https://www.youtube.com/watch?v=Hbh0KbS7Pps,7:27,Train,Full,United States of America,California,90,30
591,HbpHRXhkYMA,Memphis TN - 4K HDR - Have you had a Relaxing Ride Downtown lately,The Traveler : Relaxing Videos,https://www.youtube.com/watch?v=HbpHRXhkYMA,45:24,Train,Full,United States of America,Tennessee,90,30
592,HcCjEc041HY,"Dashcam Drive through Jacksonville, Florida, to Mandarin neighborhood, Interstate 95 in 4K",takemytripdotcom,https://www.youtube.com/watch?v=HcCjEc041HY,24:16,Train,Full,United States of America,Florida,90,60
593,HcMMK-qbL1I,4Kdrive東京 251km 2022年5月,guruguru,https://www.youtube.com/watch?v=HcMMK-qbL1I,59:49,Train,Full,Japan,Tokyo,90,30
594,Hn13V6PPYDc,Driving Downtown - Miami Beach 4K - USA,J Utah,https://www.youtube.com/watch?v=Hn13V6PPYDc,26:27,Train,Full,United States of America,Florida,90,30
595,Ho3yyyqinTU,Driving Downtown - Boston 4K - USA,J Utah,https://www.youtube.com/watch?v=Ho3yyyqinTU,53:40,Train,Full,United States of America,Massachusetts,90,30
596,Hq-uaFTA7mM,4K DRIVE Avenida Brasil MONTEVIDEO Uruguay UY Travel video,4K DRIVE,https://www.youtube.com/watch?v=Hq-uaFTA7mM,8:43,Train,Full,Uruguay,Montevideo,90,60
597,HqBo6M2n7Vw,"Driving in Shenzhen, China｜A super metropolis with a population of 13 million｜4K HDR",Driving in China,https://www.youtube.com/watch?v=HqBo6M2n7Vw,28:11,Train,Full,China,Guangdong,180,60
598,Ht_OQfAUbRI,"Torino, Italy | 4K Sunset Drive",The Driving Channel,https://www.youtube.com/watch?v=Ht_OQfAUbRI,20:30,Train,Full,Italy,Torino,90,60
599,Hu9hH5nstsk,4K DRIVE USA Boca Raton - Fort Lauderdale FLORIDA GoPro Hero 9,4K DRIVE,https://www.youtube.com/watch?v=Hu9hH5nstsk,49:52,Train,Full,United States of America,Florida,90,60
600,Hvm0Vvv_r8Y,"[4K] Driving in Huntington Beach, California - Sunset Drive on Pacific Coast Highway",Earth Explorer,https://www.youtube.com/watch?v=Hvm0Vvv_r8Y,31:29,Train,Full,United States of America,California,90,60
601,HznopBWVyaA,Driving in 4k - Toronto and GTA - Sheppard Avenue West on a Sunny Day,FavesStreaming,https://www.youtube.com/watch?v=HznopBWVyaA,37:51,Train,Full,Canada,Ontario,90,30
602,I01EIwOk1n8,探寻江南乡村 Explore the most beautiful county - 4K,Zhejiang Street Scenes,https://www.youtube.com/watch?v=I01EIwOk1n8,56:56,Train,Full,China,Zhejiang,90,60
603,I0LmT-WFGHQ,"In & Out of Zion Canyon, from Springdale, Utah - Zion National Park Scenic Drive in 4K HD",takemytripdotcom,https://www.youtube.com/watch?v=I0LmT-WFGHQ,43:34,Train,Full,United States of America,Utah,90,60
604,I2iQBiuWAkg,Driving in Regina Saskatchewan Canada 4K (2021 Summer),Sunday Driver,https://www.youtube.com/watch?v=I2iQBiuWAkg,29:07,Train,Full,Canada,Saskatchewan,90,30
605,I3XfBj13R8o,"Driving in Shenzhen, China, 4KHDR, the most beautiful road in Shenzhen, Shennan Avenue.",Driving in China,https://www.youtube.com/watch?v=I3XfBj13R8o,21:07,Train,Full,China,Guangdong,180,60
606,I7lkXonlqig,"Driving Thru Golden Gate Bridge - San Francisco | California, USA [4K UHD 60]",Road Therapy,https://www.youtube.com/watch?v=I7lkXonlqig,20:11,Train,Full,United States of America,California,90,60
607,I8LKyHm9CPE,A Drive on the Blue Ridge Parkway in Virginia: Rockfish Gap southbound to Otter Creek,takemytripdotcom,https://www.youtube.com/watch?v=I8LKyHm9CPE,1:29:10,Train,Full,United States of America,Virginia,90,60
608,IAiJ19kWQQc,Angeles Crest Highway Driving at Beautiful Sunset Los Angeles California Relaxing HDR 60fps.,Sunset Drive California,https://www.youtube.com/watch?v=IAiJ19kWQQc,39:50,Train,Full,United States of America,California,90,30
609,IGyl-QYgn9E,All the way to nowhere in southwestern Utah: Cedar City to Minersville & Milford on U-130 & U-21 4K,takemytripdotcom,https://www.youtube.com/watch?v=IGyl-QYgn9E,56:22,Train,Full,United States of America,Utah,90,60
610,IIGvwsxlcyc,[4K] Downtown Long Beach Queen Mary Ocean Blvd Los Angeles County,omw,https://www.youtube.com/watch?v=IIGvwsxlcyc,39:19,Train,Full,United States of America,California,90,30
611,INfe4jy6O6A,New York Driving Experience 7 ? Cloudy day in New York City,NYC Taxi Driver,https://www.youtube.com/watch?v=INfe4jy6O6A,4:26:49,Train,Full,United States of America,New York,90,60
612,IOm1gjGBuwk,"Durango to Silverton, Colorado - US 550 over Coal Bank and Molas Passes in November, 4k Scenic Drive",takemytripdotcom,https://www.youtube.com/watch?v=IOm1gjGBuwk,60:19,Train,Full,United States of America,Colorado,90,60
613,IQQ1lRdyIJs,青海省最美的省道岗青公路 The most beautiful provincial road in Qinghai Province - 4K,Zhejiang Street Scenes,https://www.youtube.com/watch?v=IQQ1lRdyIJs,1:18:41,Train,Full,China,Qinghai,90,60
614,IRwJ0ESJU7c,Antalya driving Tour Part 2- Turkey Travel Guide 2019,Gezeyenti,https://www.youtube.com/watch?v=IRwJ0ESJU7c,11:48,Train,Full,Turkey,Antalya,90,30
615,IRwXFG17-8c,"SAN FRANCISCO Downtown , Driving San Francisco 4K , Bay Bridge, Mission Street",City Driving Tour,https://www.youtube.com/watch?v=IRwXFG17-8c,38:32,Train,Full,United States of America,California,90,60
616,IS7p3q57ONY,Downtown Cleveland OH at Night A Relaxing ASMR 4K HDR Driving Experience,The Traveler : Relaxing Videos,https://www.youtube.com/watch?v=IS7p3q57ONY,1:01:20,Train,Full,United States of America,Ohio,90,30
617,ITyXiIlD-Rg,Driving In Downtown Guangzhou The Inner Ring Roads 广州 内环路,Walk East,https://www.youtube.com/watch?v=ITyXiIlD-Rg,49:51,Train,Full,China,Guangdong,180,30
618,IUhi_4S44ZM,"Driving in Pontiac, Michigan 4K Street Tour - Woodward Avenue",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=IUhi_4S44ZM,17:08,Train,Full,United States of America,Michigan,90,60
619,IWojm4W7wUY,London 4K - Morning Drive - Central London,J Utah,https://www.youtube.com/watch?v=IWojm4W7wUY,52:15,Train,Full,United Kingdom,London,90,30
620,Ic2ERD7kt4o,Sao Paulo 4K - Driving Downtown - Brazil,J Utah,https://www.youtube.com/watch?v=Ic2ERD7kt4o,1:03:50,Train,Full,Brazil,Sao Paulo,90,30
621,IhSgMCAd04I,"A Fall Drive over Independence Pass, to Aspen, Colorado, in 4K",takemytripdotcom,https://www.youtube.com/watch?v=IhSgMCAd04I,1:12:56,Train,Full,United States of America,Colorado,90,60
622,In4d3GDsJtc,"Charlotte, North Carolina 4K Street Tour at Dusk - Uptown (Downtown) Charlotte and South End area",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=In4d3GDsJtc,27:01,Train,Full,United States of America,North Carolina,90,60
